,output
187316,1
187317,0
187318,1
187319,1
187320,1
187321,0
187322,1
187323,1
187324,0
187325,0
187326,0
187327,1
187328,0
187329,1
187330,1
187331,0
187332,0
187333,1
187334,0
187335,1
187336,0
187337,0
187338,1
187339,0
187340,1
187341,1
187342,0
187343,1
187344,0
187345,1
187346,1
187347,0
187348,1
187349,1
187350,1
187351,1
187352,1
187353,1
187354,0
187355,0
187356,0
187357,1
187358,0
187359,1
187360,1
187361,0
187362,1
187363,1
187364,1
187365,1
187366,1
187367,0
187368,0
187369,0
187370,0
187371,1
187372,1
187373,1
187374,1
187375,0
187376,0
187377,0
187378,1
187379,0
187380,0
187381,0
187382,1
187383,1
187384,1
187385,1
187386,1
187387,1
187388,0
187389,0
187390,1
187391,1
187392,0
187393,1
187394,1
187395,0
187396,0
187397,1
187398,0
187399,0
187400,1
187401,1
187402,0
187403,0
187404,1
187405,1
187406,0
187407,1
187408,0
187409,1
187410,1
187411,0
187412,0
187413,1
187414,1
187415,1
187416,0
187417,1
187418,0
187419,0
187420,1
187421,1
187422,1
187423,0
187424,1
187425,1
187426,0
187427,0
187428,0
187429,1
187430,1
187431,1
187432,1
187433,0
187434,0
187435,0
187436,1
187437,1
187438,0
187439,1
187440,0
187441,0
187442,1
187443,1
187444,1
187445,1
187446,1
187447,1
187448,0
187449,1
187450,1
187451,1
187452,0
187453,0
187454,0
187455,1
187456,1
187457,0
187458,0
187459,1
187460,1
187461,1
187462,1
187463,1
187464,0
187465,1
187466,1
187467,1
187468,1
187469,1
187470,0
187471,1
187472,1
187473,0
187474,0
187475,1
187476,1
187477,1
187478,0
187479,1
187480,0
187481,1
187482,1
187483,1
187484,0
187485,1
187486,0
187487,0
187488,1
187489,1
187490,1
187491,1
187492,1
187493,1
187494,0
187495,1
187496,1
187497,0
187498,1
187499,1
187500,0
187501,1
187502,0
187503,1
187504,0
187505,1
187506,1
187507,1
187508,0
187509,0
187510,0
187511,0
187512,0
187513,0
187514,0
187515,0
187516,1
187517,1
187518,1
187519,1
187520,0
187521,0
187522,0
187523,1
187524,1
187525,0
187526,0
187527,1
187528,1
187529,0
187530,1
187531,1
187532,0
187533,0
187534,0
187535,1
187536,0
187537,1
187538,0
187539,1
187540,0
187541,0
187542,0
187543,0
187544,0
187545,1
187546,0
187547,1
187548,0
187549,0
187550,0
187551,0
187552,0
187553,1
187554,0
187555,1
187556,1
187557,1
187558,1
187559,1
187560,1
187561,1
187562,0
187563,0
187564,0
187565,0
187566,0
187567,0
187568,1
187569,1
187570,0
187571,0
187572,1
187573,1
187574,1
187575,1
187576,0
187577,0
187578,0
187579,0
187580,0
187581,0
187582,0
187583,0
187584,1
187585,0
187586,1
187587,0
187588,0
187589,0
187590,0
187591,0
187592,1
187593,0
187594,1
187595,0
187596,0
187597,1
187598,0
187599,0
187600,0
187601,0
187602,1
187603,0
187604,1
187605,0
187606,1
187607,0
187608,0
187609,0
187610,0
187611,1
187612,1
187613,1
187614,1
187615,0
187616,0
187617,1
187618,1
187619,1
187620,0
187621,1
187622,1
187623,1
187624,1
187625,1
187626,1
187627,1
187628,0
187629,1
187630,1
187631,1
187632,1
187633,1
187634,1
187635,1
187636,1
187637,1
187638,0
187639,0
187640,0
187641,1
187642,0
187643,1
187644,1
187645,0
187646,0
187647,0
187648,0
187649,0
187650,0
187651,1
187652,0
187653,0
187654,0
187655,0
187656,0
187657,0
187658,0
187659,0
187660,0
187661,0
187662,1
187663,0
187664,0
187665,0
187666,1
187667,1
187668,0
187669,0
187670,1
187671,1
187672,0
187673,1
187674,0
187675,1
187676,0
187677,1
187678,0
187679,1
187680,1
187681,0
187682,1
187683,0
187684,1
187685,1
187686,0
187687,0
187688,0
187689,1
187690,0
187691,1
187692,1
187693,0
187694,0
187695,0
187696,1
187697,0
187698,0
187699,0
187700,0
187701,0
187702,0
187703,0
187704,1
187705,1
187706,0
187707,0
187708,1
187709,1
187710,0
187711,0
187712,0
187713,1
187714,1
187715,0
187716,0
187717,0
187718,1
187719,1
187720,1
187721,1
187722,0
187723,1
187724,0
187725,0
187726,0
187727,0
187728,1
187729,0
187730,0
187731,1
187732,1
187733,0
187734,0
187735,1
187736,0
187737,0
187738,1
187739,0
187740,1
187741,1
187742,0
187743,1
187744,0
187745,1
187746,1
187747,1
187748,0
187749,0
187750,0
187751,0
187752,1
187753,1
187754,0
187755,0
187756,1
187757,0
187758,1
187759,0
187760,0
187761,0
187762,1
187763,0
187764,0
187765,0
187766,0
187767,1
187768,1
187769,0
187770,0
187771,0
187772,0
187773,0
187774,1
187775,1
187776,1
187777,0
187778,0
187779,1
187780,1
187781,0
187782,1
187783,0
187784,1
187785,1
187786,1
187787,0
187788,1
187789,1
187790,0
187791,0
187792,0
187793,0
187794,0
187795,1
187796,1
187797,1
187798,1
187799,0
187800,0
187801,0
187802,0
187803,0
187804,0
187805,0
187806,1
187807,0
187808,1
187809,0
187810,1
187811,0
187812,1
187813,0
187814,0
187815,1
187816,1
187817,1
187818,0
187819,0
187820,0
187821,1
187822,1
187823,0
187824,0
187825,1
187826,0
187827,0
187828,0
187829,1
187830,0
187831,1
187832,0
187833,0
187834,0
187835,1
187836,1
187837,1
187838,0
187839,0
187840,1
187841,1
187842,1
187843,0
187844,1
187845,1
187846,0
187847,1
187848,0
187849,0
187850,1
187851,1
187852,0
187853,1
187854,1
187855,1
187856,1
187857,1
187858,1
187859,1
187860,1
187861,1
187862,1
187863,0
187864,1
187865,1
187866,1
187867,0
187868,1
187869,0
187870,0
187871,1
187872,0
187873,1
187874,1
187875,0
187876,0
187877,1
187878,0
187879,0
187880,0
187881,0
187882,0
187883,1
187884,0
187885,1
187886,1
187887,1
187888,0
187889,1
187890,0
187891,0
187892,0
187893,0
187894,1
187895,1
187896,0
187897,0
187898,1
187899,0
187900,0
187901,0
187902,1
187903,0
187904,1
187905,1
187906,0
187907,0
187908,1
187909,1
187910,0
187911,0
187912,0
187913,1
187914,0
187915,1
187916,0
187917,0
187918,0
187919,0
187920,1
187921,0
187922,1
187923,0
187924,1
187925,1
187926,1
187927,1
187928,1
187929,1
187930,0
187931,1
187932,0
187933,1
187934,0
187935,0
187936,1
187937,1
187938,1
187939,1
187940,1
187941,0
187942,1
187943,1
187944,1
187945,0
187946,0
187947,0
187948,1
187949,0
187950,0
187951,0
187952,0
187953,1
187954,0
187955,0
187956,1
187957,1
187958,0
187959,0
187960,1
187961,1
187962,1
187963,0
187964,1
187965,0
187966,0
187967,0
187968,0
187969,0
187970,1
187971,0
187972,0
187973,0
187974,1
187975,0
187976,0
187977,0
187978,1
187979,0
187980,1
187981,1
187982,0
187983,0
187984,1
187985,1
187986,0
187987,0
187988,0
187989,0
187990,1
187991,1
187992,0
187993,0
187994,0
187995,0
187996,0
187997,0
187998,1
187999,1
188000,1
188001,1
188002,1
188003,1
188004,1
188005,1
188006,0
188007,1
188008,1
188009,1
188010,0
188011,0
188012,0
188013,1
188014,1
188015,0
188016,0
188017,1
188018,0
188019,1
188020,1
188021,0
188022,1
188023,1
188024,0
188025,0
188026,1
188027,1
188028,0
188029,0
188030,0
188031,1
188032,0
188033,0
188034,1
188035,0
188036,1
188037,1
188038,0
188039,0
188040,1
188041,1
188042,0
188043,1
188044,0
188045,0
188046,1
188047,1
188048,1
188049,0
188050,1
188051,1
188052,0
188053,0
188054,1
188055,1
188056,0
188057,0
188058,1
188059,1
188060,1
188061,0
188062,1
188063,1
188064,0
188065,1
188066,0
188067,1
188068,0
188069,0
188070,1
188071,1
188072,1
188073,1
188074,0
188075,1
188076,1
188077,0
188078,1
188079,0
188080,0
188081,0
188082,0
188083,1
188084,1
188085,1
188086,0
188087,0
188088,1
188089,0
188090,0
188091,0
188092,1
188093,1
188094,0
188095,0
188096,1
188097,0
188098,1
188099,1
188100,1
188101,1
188102,1
188103,0
188104,0
188105,1
188106,1
188107,1
188108,0
188109,1
188110,0
188111,1
188112,1
188113,1
188114,1
188115,0
188116,0
188117,1
188118,0
188119,0
188120,0
188121,0
188122,1
188123,0
188124,1
188125,0
188126,1
188127,0
188128,0
188129,0
188130,1
188131,1
188132,1
188133,0
188134,0
188135,1
188136,1
188137,1
188138,0
188139,0
188140,0
188141,1
188142,1
188143,0
188144,0
188145,0
188146,1
188147,0
188148,1
188149,0
188150,0
188151,0
188152,1
188153,1
188154,0
188155,1
188156,0
188157,1
188158,1
188159,1
188160,0
188161,0
188162,1
188163,1
188164,1
188165,1
188166,1
188167,0
188168,0
188169,1
188170,0
188171,0
188172,1
188173,1
188174,1
188175,0
188176,1
188177,1
188178,0
188179,1
188180,0
188181,0
188182,1
188183,1
188184,0
188185,0
188186,0
188187,0
188188,1
188189,1
188190,0
188191,0
188192,1
188193,1
188194,1
188195,0
188196,1
188197,0
188198,0
188199,1
188200,1
188201,1
188202,1
188203,1
188204,1
188205,0
188206,0
188207,0
188208,0
188209,1
188210,0
188211,0
188212,1
188213,0
188214,0
188215,1
188216,1
188217,0
188218,1
188219,0
188220,1
188221,0
188222,1
188223,1
188224,1
188225,0
188226,0
188227,1
188228,1
188229,1
188230,1
188231,1
188232,1
188233,1
188234,1
188235,0
188236,0
188237,0
188238,1
188239,0
188240,1
188241,0
188242,0
188243,0
188244,0
188245,0
188246,0
188247,1
188248,1
188249,1
188250,1
188251,0
188252,0
188253,1
188254,0
188255,0
188256,0
188257,0
188258,0
188259,0
188260,0
188261,0
188262,1
188263,1
188264,0
188265,0
188266,1
188267,1
188268,1
188269,1
188270,1
188271,1
188272,1
188273,0
188274,0
188275,1
188276,1
188277,0
188278,1
188279,1
188280,1
188281,0
188282,1
188283,1
188284,0
188285,0
188286,0
188287,0
188288,1
188289,0
188290,0
188291,0
188292,0
188293,1
188294,1
188295,0
188296,1
188297,0
188298,1
188299,1
188300,0
188301,0
188302,0
188303,0
188304,0
188305,0
188306,0
188307,1
188308,1
188309,0
188310,1
188311,1
188312,0
188313,1
188314,1
188315,1
188316,0
188317,0
188318,1
188319,1
188320,1
188321,0
188322,1
188323,1
188324,0
188325,1
188326,1
188327,0
188328,1
188329,1
188330,1
188331,1
188332,1
188333,0
188334,1
188335,0
188336,0
188337,1
188338,0
188339,1
188340,1
188341,1
188342,1
188343,1
188344,0
188345,0
188346,1
188347,0
188348,0
188349,0
188350,1
188351,1
188352,0
188353,0
188354,1
188355,0
188356,1
188357,0
188358,1
188359,0
188360,1
188361,1
188362,0
188363,1
188364,0
188365,1
188366,0
188367,1
188368,1
188369,1
188370,1
188371,1
188372,1
188373,1
188374,1
188375,1
188376,1
188377,0
188378,0
188379,1
188380,1
188381,1
188382,0
188383,0
188384,0
188385,1
188386,1
188387,1
188388,1
188389,0
188390,0
188391,0
188392,1
188393,0
188394,1
188395,1
188396,0
188397,1
188398,1
188399,1
188400,1
188401,1
188402,0
188403,0
188404,1
188405,0
188406,0
188407,1
188408,0
188409,0
188410,0
188411,0
188412,1
188413,0
188414,0
188415,1
188416,1
188417,0
188418,1
188419,0
188420,1
188421,0
188422,0
188423,1
188424,1
188425,1
188426,0
188427,1
188428,1
188429,1
188430,1
188431,1
188432,1
188433,0
188434,1
188435,1
188436,1
188437,0
188438,0
188439,1
188440,1
188441,0
188442,0
188443,1
188444,0
188445,1
188446,0
188447,0
188448,0
188449,0
188450,1
188451,1
188452,0
188453,1
188454,1
188455,1
188456,0
188457,0
188458,1
188459,0
188460,1
188461,0
188462,0
188463,0
188464,1
188465,1
188466,1
188467,0
188468,0
188469,1
188470,1
188471,0
188472,0
188473,0
188474,0
188475,1
188476,1
188477,1
188478,0
188479,0
188480,0
188481,1
188482,0
188483,0
188484,1
188485,0
188486,0
188487,0
188488,0
188489,0
188490,0
188491,1
188492,0
188493,1
188494,0
188495,1
188496,1
188497,1
188498,1
188499,0
188500,0
188501,0
188502,0
188503,0
188504,1
188505,1
188506,0
188507,0
188508,1
188509,1
188510,0
188511,0
188512,0
188513,1
188514,1
188515,0
188516,0
188517,1
188518,0
188519,0
188520,0
188521,0
188522,0
188523,0
188524,1
188525,1
188526,0
188527,0
188528,1
188529,1
188530,0
188531,1
188532,0
188533,1
188534,1
188535,0
188536,1
188537,0
188538,0
188539,0
188540,0
188541,0
188542,0
188543,1
188544,1
188545,0
188546,0
188547,1
188548,0
188549,0
188550,1
188551,0
188552,0
188553,0
188554,1
188555,1
188556,1
188557,0
188558,1
188559,0
188560,1
188561,1
188562,0
188563,1
188564,0
188565,1
188566,0
188567,0
188568,1
188569,0
188570,0
188571,1
188572,1
188573,0
188574,1
188575,1
188576,0
188577,1
188578,0
188579,0
188580,1
188581,1
188582,1
188583,1
188584,0
188585,0
188586,1
188587,1
188588,0
188589,0
188590,1
188591,0
188592,1
188593,0
188594,0
188595,0
188596,0
188597,1
188598,0
188599,0
188600,1
188601,0
188602,0
188603,1
188604,0
188605,0
188606,1
188607,0
188608,0
188609,1
188610,1
188611,0
188612,0
188613,1
188614,0
188615,0
188616,0
188617,0
188618,0
188619,1
188620,0
188621,1
188622,0
188623,0
188624,0
188625,1
188626,1
188627,1
188628,0
188629,0
188630,0
188631,0
188632,1
188633,0
188634,1
188635,0
188636,0
188637,0
188638,0
188639,0
188640,0
188641,1
188642,1
188643,0
188644,0
188645,0
188646,0
188647,0
188648,1
188649,0
188650,1
188651,0
188652,1
188653,1
188654,0
188655,0
188656,0
188657,1
188658,0
188659,1
188660,1
188661,0
188662,0
188663,1
188664,1
188665,0
188666,0
188667,0
188668,1
188669,1
188670,0
188671,1
188672,1
188673,1
188674,1
188675,1
188676,1
188677,0
188678,0
188679,0
188680,0
188681,1
188682,0
188683,1
188684,1
188685,1
188686,1
188687,0
188688,1
188689,0
188690,1
188691,0
188692,1
188693,0
188694,1
188695,0
188696,0
188697,0
188698,1
188699,0
188700,1
188701,0
188702,0
188703,0
188704,0
188705,0
188706,1
188707,0
188708,0
188709,1
188710,0
188711,0
188712,1
188713,0
188714,1
188715,1
188716,0
188717,1
188718,1
188719,0
188720,0
188721,1
188722,0
188723,1
188724,1
188725,1
188726,0
188727,0
188728,1
188729,0
188730,0
188731,0
188732,0
188733,0
188734,0
188735,1
188736,0
188737,0
188738,0
188739,0
188740,0
188741,1
188742,0
188743,1
188744,1
188745,0
188746,1
188747,0
188748,0
188749,0
188750,1
188751,0
188752,0
188753,0
188754,1
188755,0
188756,0
188757,1
188758,0
188759,1
188760,0
188761,0
188762,0
188763,0
188764,0
188765,1
188766,1
188767,1
188768,0
188769,0
188770,0
188771,0
188772,1
188773,1
188774,1
188775,1
188776,1
188777,0
188778,0
188779,0
188780,0
188781,0
188782,0
188783,0
188784,0
188785,0
188786,0
188787,1
188788,0
188789,0
188790,1
188791,1
188792,0
188793,0
188794,1
188795,1
188796,1
188797,0
188798,0
188799,0
188800,0
188801,0
188802,1
188803,1
188804,0
188805,0
188806,0
188807,1
188808,1
188809,0
188810,0
188811,0
188812,0
188813,0
188814,0
188815,0
188816,0
188817,0
188818,1
188819,0
188820,1
188821,0
188822,1
188823,0
188824,1
188825,0
188826,0
188827,1
188828,0
188829,1
188830,1
188831,1
188832,0
188833,1
188834,1
188835,1
188836,0
188837,1
188838,0
188839,0
188840,0
188841,1
188842,1
188843,1
188844,1
188845,0
188846,1
188847,1
188848,1
188849,1
188850,0
188851,0
188852,1
188853,0
188854,1
188855,0
188856,0
188857,1
188858,0
188859,0
188860,0
188861,0
188862,1
188863,0
188864,0
188865,0
188866,0
188867,0
188868,0
188869,0
188870,1
188871,1
188872,0
188873,0
188874,0
188875,1
188876,0
188877,1
188878,0
188879,0
188880,0
188881,1
188882,1
188883,0
188884,0
188885,0
188886,1
188887,0
188888,0
188889,0
188890,0
188891,0
188892,0
188893,0
188894,0
188895,0
188896,1
188897,0
188898,1
188899,0
188900,0
188901,0
188902,0
188903,0
188904,0
188905,0
188906,0
188907,1
188908,1
188909,0
188910,0
188911,0
188912,0
188913,0
188914,0
188915,0
188916,0
188917,0
188918,1
188919,1
188920,1
188921,1
188922,1
188923,1
188924,0
188925,1
188926,1
188927,0
188928,0
188929,0
188930,1
188931,1
188932,0
188933,1
188934,0
188935,0
188936,1
188937,1
188938,1
188939,1
188940,0
188941,0
188942,1
188943,0
188944,0
188945,1
188946,1
188947,0
188948,1
188949,1
188950,1
188951,1
188952,1
188953,1
188954,0
188955,0
188956,0
188957,1
188958,0
188959,1
188960,0
188961,1
188962,0
188963,0
188964,0
188965,1
188966,1
188967,0
188968,0
188969,1
188970,1
188971,0
188972,0
188973,0
188974,1
188975,1
188976,1
188977,1
188978,1
188979,0
188980,0
188981,1
188982,0
188983,1
188984,1
188985,0
188986,0
188987,1
188988,1
188989,1
188990,1
188991,1
188992,1
188993,0
188994,0
188995,0
188996,1
188997,1
188998,1
188999,0
189000,1
189001,0
189002,1
189003,0
189004,0
189005,0
189006,0
189007,0
189008,0
189009,0
189010,1
189011,0
189012,0
189013,1
189014,0
189015,1
189016,0
189017,0
189018,0
189019,0
189020,1
189021,1
189022,0
189023,0
189024,1
189025,1
189026,1
189027,1
189028,1
189029,1
189030,1
189031,1
189032,1
189033,0
189034,0
189035,1
189036,0
189037,0
189038,0
189039,0
189040,0
189041,0
189042,1
189043,0
189044,1
189045,0
189046,1
189047,1
189048,0
189049,0
189050,0
189051,1
189052,0
189053,1
189054,0
189055,0
189056,1
189057,0
189058,1
189059,1
189060,1
189061,1
189062,1
189063,1
189064,1
189065,0
189066,0
189067,0
189068,1
189069,0
189070,0
189071,0
189072,1
189073,0
189074,1
189075,0
189076,0
189077,1
189078,1
189079,0
189080,1
189081,0
189082,1
189083,0
189084,0
189085,1
189086,0
189087,0
189088,0
189089,0
189090,0
189091,0
189092,1
189093,0
189094,0
189095,0
189096,0
189097,0
189098,1
189099,1
189100,1
189101,0
189102,0
189103,1
189104,1
189105,1
189106,1
189107,0
189108,1
189109,1
189110,0
189111,1
189112,0
189113,0
189114,1
189115,1
189116,0
189117,0
189118,1
189119,0
189120,1
189121,1
189122,1
189123,1
189124,0
189125,0
189126,1
189127,0
189128,0
189129,1
189130,1
189131,0
189132,0
189133,1
189134,1
189135,0
189136,0
189137,1
189138,0
189139,0
189140,1
189141,1
189142,0
189143,0
189144,1
189145,0
189146,0
189147,1
189148,0
189149,1
189150,0
189151,0
189152,0
189153,0
189154,1
189155,1
189156,0
189157,0
189158,1
189159,0
189160,1
189161,1
189162,1
189163,1
189164,0
189165,1
189166,1
189167,1
189168,0
189169,0
189170,0
189171,0
189172,1
189173,1
189174,0
189175,1
189176,0
189177,1
189178,0
189179,0
189180,1
189181,1
189182,0
189183,1
189184,0
189185,1
189186,1
189187,1
189188,1
189189,0
189190,0
189191,1
189192,1
189193,0
189194,0
189195,0
189196,1
189197,0
189198,1
189199,1
189200,0
189201,0
189202,0
189203,0
189204,0
189205,0
189206,0
189207,0
189208,1
189209,1
189210,0
189211,0
189212,0
189213,1
189214,1
189215,1
189216,0
189217,0
189218,1
189219,0
189220,0
189221,1
189222,1
189223,0
189224,1
189225,0
189226,1
189227,1
189228,0
189229,1
189230,1
189231,0
189232,1
189233,0
189234,0
189235,1
189236,0
189237,1
189238,0
189239,1
189240,0
189241,0
189242,0
189243,1
189244,1
189245,1
189246,0
189247,1
189248,0
189249,1
189250,0
189251,1
189252,1
189253,0
189254,0
189255,1
189256,0
189257,0
189258,0
189259,1
189260,0
189261,1
189262,0
189263,1
189264,1
189265,0
189266,1
189267,0
189268,1
189269,1
189270,1
189271,1
189272,0
189273,0
189274,0
189275,1
189276,1
189277,1
189278,1
189279,0
189280,0
189281,0
189282,1
189283,0
189284,1
189285,1
189286,0
189287,1
189288,1
189289,1
189290,1
189291,0
189292,1
189293,0
189294,1
189295,1
189296,0
189297,1
189298,0
189299,1
189300,0
189301,0
189302,1
189303,0
189304,0
189305,1
189306,0
189307,0
189308,0
189309,1
189310,1
189311,1
189312,0
189313,0
189314,1
189315,0
189316,1
189317,0
189318,1
189319,1
189320,1
189321,0
189322,0
189323,1
189324,1
189325,0
189326,0
189327,0
189328,1
189329,1
189330,0
189331,0
189332,0
189333,1
189334,1
189335,0
189336,1
189337,0
189338,1
189339,0
189340,1
189341,0
189342,1
189343,1
189344,1
189345,0
189346,1
189347,0
189348,1
189349,0
189350,0
189351,1
189352,0
189353,1
189354,0
189355,0
189356,0
189357,0
189358,1
189359,0
189360,1
189361,0
189362,1
189363,0
189364,0
189365,1
189366,0
189367,1
189368,0
189369,1
189370,1
189371,0
189372,1
189373,0
189374,0
189375,0
189376,1
189377,0
189378,1
189379,1
189380,0
189381,0
189382,0
189383,0
189384,1
189385,0
189386,1
189387,1
189388,1
189389,0
189390,1
189391,1
189392,1
189393,0
189394,1
189395,0
189396,1
189397,0
189398,1
189399,1
189400,1
189401,0
189402,0
189403,1
189404,0
189405,0
189406,0
189407,1
189408,1
189409,0
189410,1
189411,0
189412,1
189413,1
189414,0
189415,1
189416,0
189417,1
189418,1
189419,1
189420,1
189421,1
189422,1
189423,0
189424,0
189425,1
189426,1
189427,0
189428,0
189429,0
189430,0
189431,1
189432,0
189433,1
189434,0
189435,0
189436,0
189437,1
189438,0
189439,0
189440,1
189441,0
189442,0
189443,0
189444,0
189445,0
189446,1
189447,0
189448,1
189449,1
189450,0
189451,0
189452,1
189453,0
189454,1
189455,1
189456,1
189457,1
189458,0
189459,1
189460,0
189461,1
189462,1
189463,0
189464,0
189465,0
189466,1
189467,1
189468,1
189469,0
189470,0
189471,1
189472,1
189473,0
189474,1
189475,1
189476,1
189477,0
189478,1
189479,0
189480,1
189481,1
189482,1
189483,1
189484,1
189485,0
189486,1
189487,0
189488,0
189489,1
189490,1
189491,0
189492,0
189493,1
189494,1
189495,0
189496,0
189497,0
189498,1
189499,0
189500,1
189501,0
189502,0
189503,1
189504,0
189505,1
189506,0
189507,0
189508,0
189509,0
189510,1
189511,1
189512,1
189513,0
189514,0
189515,1
189516,0
189517,1
189518,1
189519,1
189520,1
189521,0
189522,0
189523,1
189524,1
189525,1
189526,0
189527,0
189528,0
189529,0
189530,0
189531,0
189532,0
189533,0
189534,0
189535,1
189536,0
189537,0
189538,0
189539,0
189540,0
189541,1
189542,0
189543,0
189544,0
189545,1
189546,0
189547,0
189548,0
189549,1
189550,0
189551,1
189552,0
189553,1
189554,1
189555,1
189556,0
189557,0
189558,0
189559,0
189560,0
189561,1
189562,1
189563,0
189564,0
189565,1
189566,1
189567,0
189568,0
189569,0
189570,1
189571,1
189572,0
189573,1
189574,1
189575,0
189576,1
189577,0
189578,1
189579,0
189580,0
189581,0
189582,0
189583,1
189584,0
189585,0
189586,0
189587,1
189588,1
189589,0
189590,0
189591,0
189592,1
189593,1
189594,1
189595,1
189596,1
189597,0
189598,0
189599,1
189600,0
189601,0
189602,0
189603,1
189604,0
189605,1
189606,0
189607,0
189608,0
189609,1
189610,0
189611,0
189612,0
189613,0
189614,0
189615,0
189616,1
189617,0
189618,1
189619,0
189620,0
189621,0
189622,1
189623,0
189624,1
189625,1
189626,1
189627,0
189628,0
189629,1
189630,0
189631,1
189632,0
189633,0
189634,1
189635,1
189636,1
189637,0
189638,0
189639,0
189640,0
189641,1
189642,1
189643,0
189644,0
189645,1
189646,1
189647,0
189648,1
189649,0
189650,1
189651,1
189652,0
189653,0
189654,0
189655,0
189656,0
189657,0
189658,0
189659,0
189660,0
189661,0
189662,0
189663,1
189664,1
189665,0
189666,0
189667,0
189668,1
189669,1
189670,0
189671,1
189672,1
189673,0
189674,0
189675,0
189676,0
189677,1
189678,1
189679,1
189680,1
189681,0
189682,0
189683,1
189684,0
189685,0
189686,1
189687,1
189688,1
189689,0
189690,1
189691,1
189692,0
189693,0
189694,1
189695,1
189696,0
189697,0
189698,0
189699,0
189700,1
189701,1
189702,1
189703,0
189704,1
189705,0
189706,1
189707,0
189708,1
189709,0
189710,1
189711,0
189712,1
189713,0
189714,0
189715,0
189716,0
189717,0
189718,1
189719,0
189720,0
189721,0
189722,0
189723,0
189724,0
189725,0
189726,1
189727,0
189728,0
189729,1
189730,0
189731,1
189732,0
189733,0
189734,0
189735,0
189736,0
189737,0
189738,1
189739,1
189740,0
189741,1
189742,0
189743,0
189744,1
189745,0
189746,1
189747,0
189748,0
189749,0
189750,0
189751,1
189752,0
189753,0
189754,0
189755,0
189756,1
189757,1
189758,0
189759,0
189760,1
189761,0
189762,0
189763,0
189764,0
189765,0
189766,0
189767,1
189768,0
189769,0
189770,1
189771,0
189772,0
189773,0
189774,1
189775,0
189776,0
189777,0
189778,1
189779,0
189780,0
189781,0
189782,0
189783,0
189784,0
189785,0
189786,0
189787,0
189788,0
189789,0
189790,0
189791,0
189792,0
189793,0
189794,1
189795,1
189796,0
189797,0
189798,1
189799,0
189800,0
189801,0
189802,0
189803,0
189804,0
189805,0
189806,1
189807,1
189808,0
189809,1
189810,1
189811,1
189812,0
189813,1
189814,0
189815,0
189816,1
189817,1
189818,0
189819,0
189820,0
189821,0
189822,0
189823,0
189824,1
189825,1
189826,1
189827,0
189828,1
189829,0
189830,1
189831,1
189832,1
189833,1
189834,1
189835,0
189836,1
189837,1
189838,1
189839,0
189840,1
189841,0
189842,1
189843,0
189844,0
189845,0
189846,1
189847,1
189848,0
189849,1
189850,0
189851,1
189852,1
189853,1
189854,0
189855,0
189856,0
189857,1
189858,0
189859,1
189860,1
189861,0
189862,1
189863,1
189864,0
189865,1
189866,1
189867,0
189868,0
189869,0
189870,1
189871,0
189872,0
189873,0
189874,0
189875,0
189876,1
189877,0
189878,1
189879,0
189880,0
189881,1
189882,0
189883,1
189884,1
189885,1
189886,0
189887,0
189888,0
189889,0
189890,1
189891,1
189892,0
189893,0
189894,1
189895,0
189896,1
189897,0
189898,0
189899,0
189900,1
189901,1
189902,0
189903,0
189904,0
189905,0
189906,0
189907,1
189908,1
189909,1
189910,0
189911,0
189912,0
189913,1
189914,1
189915,0
189916,0
189917,1
189918,0
189919,0
189920,1
189921,0
189922,0
189923,0
189924,0
189925,0
189926,1
189927,1
189928,1
189929,0
189930,1
189931,1
189932,1
189933,1
189934,1
189935,1
189936,1
189937,1
189938,0
189939,1
189940,1
189941,1
189942,1
189943,0
189944,0
189945,0
189946,1
189947,1
189948,0
189949,1
189950,1
189951,0
189952,1
189953,1
189954,1
189955,0
189956,0
189957,1
189958,0
189959,0
189960,0
189961,1
189962,0
189963,1
189964,0
189965,0
189966,0
189967,1
189968,1
189969,1
189970,1
189971,0
189972,1
189973,1
189974,1
189975,0
189976,0
189977,0
189978,0
189979,1
189980,0
189981,0
189982,0
189983,0
189984,1
189985,0
189986,1
189987,0
189988,1
189989,0
189990,0
189991,1
189992,0
189993,0
189994,1
189995,0
189996,1
189997,0
189998,0
189999,0
190000,1
190001,0
190002,1
190003,0
190004,0
190005,1
190006,0
190007,1
190008,1
190009,0
190010,0
190011,0
190012,0
190013,0
190014,0
190015,1
190016,1
190017,1
190018,1
190019,1
190020,0
190021,1
190022,1
190023,0
190024,1
190025,0
190026,1
190027,0
190028,0
190029,1
190030,1
190031,1
190032,1
190033,1
190034,1
190035,0
190036,0
190037,0
190038,0
190039,1
190040,0
190041,0
190042,1
190043,1
190044,0
190045,0
190046,1
190047,0
190048,1
190049,1
190050,0
190051,1
190052,0
190053,0
190054,0
190055,0
190056,0
190057,0
190058,1
190059,0
190060,0
190061,0
190062,1
190063,1
190064,0
190065,0
190066,1
190067,0
190068,0
190069,0
190070,1
190071,0
190072,0
190073,0
190074,1
190075,1
190076,0
190077,0
190078,1
190079,1
190080,1
190081,0
190082,0
190083,0
190084,1
190085,1
190086,0
190087,0
190088,0
190089,0
190090,0
190091,0
190092,0
190093,0
190094,0
190095,1
190096,0
190097,0
190098,1
190099,0
190100,1
190101,0
190102,0
190103,1
190104,0
190105,0
190106,1
190107,0
190108,1
190109,0
190110,0
190111,1
190112,0
190113,0
190114,1
